Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
22031,30000000,"nigerian,cajun",Trichy,Near Party Hub,12-11-2009,78.53,Not Specific,68.5,1,1,0,1,1,2,Bar,Greek,2,0,6,5,4,5,6,NA,3,NA,NA,NA,6,3,7,0,1
22032,40000000,"welsh,thai",Bangalore,Near Party Hub,21-10-2008,73,Tier A Celebrity,61.6,1,1,1,1,1,1,Bar,90's,2,0,9,5,5,7,9,9,5,NA,5,NA,6,8,5,5,5
22033,50000000,"algerian,algerian",Bangalore,Near Party Hub,13-07-2006,67.7,Not Specific,78.2,1,1,1,1,1,2,Bar,90's,3,0,2,5,4,4,6,10,4,NA,NA,NA,8,8,8,4,8
22034,17500000,"polish,jewish",Chennai,Near Party Hub,29-05-2007,54,Not Specific,68,1,1,1,1,1,2,Bar,Greek,2,0,4,5,2,3,5,NA,3,NA,NA,NA,7,5,3,2,4
22035,24000000,"british,belgian",Secunderabad,Near Party Hub,02-04-2010,67,Not Specific,65,1,1,1,1,1,2,Bar,90's,2,1,8,3,3,2,9,6,3,NA,NA,NA,6,5,4,5,4
22036,32500000,"tibetan,italian",Hyderabad,Near Party Hub,28-08-2011,96,Tier A Celebrity,79.5,1,1,1,1,1,2,Bar,Arabian,5,0,8,7,6,7,8,9,5,NA,4,NA,6,9,6,6,6
22037,13500000,"welsh,thai",Noida,Near Business Hub,26-04-2012,64,Not Specific,63.6,1,1,0,0,1,2,Bar,Arabian,3,0,5,4,5,4,9,9,4,NA,5,NA,7,6,4,0,6
22038,59000000,"tibetan,greek",-1,Near Party Hub,25-02-2010,87.4,Tier A Celebrity,86.8,1,1,1,1,1,2,Bar,Arabian,4,1,3,6,5,7,9,9,5,NA,NA,NA,4,7,5,4,7
22039,10000000,"algerian,korean",Chennai,Near Business Hub,08-07-2011,88,Not Specific,81,0,1,1,1,1,2,Bar,Arabian,3,1,8,4,5,4,9,8,4,NA,NA,NA,4,4,3,3,9
22040,27500000,"tibetan,greek",Noida,Near Party Hub,03-07-2011,53.8,Tier A Celebrity,59.6,1,1,0,1,1,2,Bar,90's,4,0,5,4,5,3,8,9,6,NA,NA,NA,3,8,5,7,6
22041,6000000,"swedish,greek",Lucknow,Near Business Hub,31-08-2010,84,Tier A Celebrity,87,0,1,1,1,1,2,Bar,Arabian,4,0,2,6,4,4,9,9,5,NA,NA,NA,6,8,7,2,9
22042,19000000,"turkish,nigerian",Chennai,Near Party Hub,28-10-2009,83,Not Specific,86,1,1,1,1,1,2,Bar,Greek,3,1,2,5,5,2,9,7,4,3,NA,NA,6,8,6,4,9
22043,12000000,"british,japanese",Hyderabad,Near Party Hub,27-10-2010,85,Not Specific,85.6,0,1,1,1,0,2,Gastro Bar,Arabian,4,1,10,6,5,4,6,10,5,NA,4,NA,9,7,5,2,9
22044,25000000,"irish,belgian",-1,Near Party Hub,16-11-2012,71,Tier A Celebrity,60,1,1,1,1,1,2,Bar,90's,2,0,2,4,3,5,7,7,4,NA,3,NA,0,5,2,3,2
22045,30000000,"japanese,thai",Chennai,Near Party Hub,16-04-2011,90.3,Not Specific,83.5,1,1,1,1,1,2,Bar,Parsi,2,1,4,5,4,3,9,8,NA,3,NA,NA,6,7,5,3,9
22046,33000000,"tibetan,greek",Bangalore,Near Party Hub,22-02-2008,70,Not Specific,60,1,1,0,1,0,2,Bar,Arabian,2,0,4,6,4,5,10,8,4,NA,NA,NA,6,3,4,6,7
22047,40000000,"algerian,algerian",-1,Near Party Hub,15-10-2011,,Tier A Celebrity,71,1,1,0,1,1,2,Bar,Parsi,3,0,9,5,3,5,10,7,4,2,NA,NA,6,7,6,3,9
22048,12000000,"british,japanese",Ahmedabad,Near Party Hub,26-12-2008,75,Not Specific,59.6,0,1,1,1,1,2,Bar,Greek,2,1,3,5,4,3,10,8,3,3,NA,NA,7,6,5,2,6
22049,33000000,"tibetan,greek",Mumbai,Near Business Hub,15-03-2012,86,Not Specific,78.83,1,1,1,1,1,2,Bar,90's,2,0,8,4,4,5,5,9,5,NA,NA,NA,10,7,7,1,6
22050,30000000,"indian,irish",Pune,Near Business Hub,04-11-2009,66,Not Specific,64,1,1,1,1,1,2,Bar,Arabian,2,0,4,3,3,3,9,7,NA,NA,NA,NA,9,9,8,1,8
22051,13000000,"swedish,greek",Bangalore,Near Party Hub,07-04-2009,72,Not Specific,75,1,1,0,1,1,2,Gastro Bar,Moonrise,4,1,9,3,2,3,5,NA,NA,3,NA,NA,6,7,5,6,7
22052,33500000,"tibetan,italian",Bangalore,Near Business Hub,24-06-2008,90,Not Specific,87,1,1,1,1,1,2,Bar,Arabian,3,0,9,5,4,4,7,7,3,NA,NA,NA,8,8,5,9,6
22053,37000000,"welsh,thai",Noida,Near Business Hub,05-09-2007,79,Tier A Celebrity,69.4,0,1,1,0,1,2,Caffee,Arabian,2,0,4,4,5,5,7,10,4,NA,NA,NA,7,6,6,4,7
22054,14500000,"cuban,british",Bangalore,Near Party Hub,30-09-2008,67.6,Not Specific,50,1,1,1,1,1,2,Bar,90's,2,0,10,4,4,3,6,8,4,NA,NA,NA,7,6,3,3,8
22055,32500000,"tibetan,greek",Kolkata,Near Party Hub,04-06-2009,89,Not Specific,94.3,1,1,1,1,1,2,Bar,Arabian,3,1,1,7,6,7,5,9,5,NA,NA,NA,6,6,3,2,4
22056,18000000,"turkish,nigerian",-1,Near Party Hub,26-06-2007,79,Tier A Celebrity,81,1,1,1,1,1,2,Bar,Arabian,3,0,8,4,4,5,7,10,4,NA,NA,NA,4,7,1,6,7
22057,49500000,"tibetan,greek",-1,Near Party Hub,01-07-2007,85.4,Tier A Celebrity,80.2,0,1,1,1,1,1,Bar,Arabian,4,0,5,4,5,5,9,10,4,NA,NA,NA,8,8,5,2,7
22058,11500000,"tibetan,greek",Visakhapatnam,Near Business Hub,24-12-2008,69.2,Not Specific,87.4,0,1,1,1,0,2,Bar,Greek,3,0,4,4,4,4,6,NA,2,NA,NA,NA,4,4,0,3,5
22059,28000000,"tibetan,greek",Hyderabad,Near Party Hub,18-08-2010,89,Not Specific,96,1,1,1,0,1,2,Bar,90's,3,1,5,3,3,4,10,10,4,NA,NA,NA,7,10,6,4,8
22060,47500000,"turkish,nigerian",chennai,Near Party Hub,01-01-2008,87.8,Not Specific,95,1,1,1,1,0,2,Bar,Greek,3,0,9,5,4,6,5,7,4,3,NA,NA,5,3,1,3,2
22061,34500000,"turkish,sapnish",Gurgaon,Near Party Hub,02-03-2011,86.1,Tier A Celebrity,74.83,0,1,1,1,1,2,Bar,Greek,3,0,6,5,5,6,6,10,4,2,NA,NA,4,8,4,6,8
22062,50000000,"chinese,salvadorian",Bangalore,Near Party Hub,18-01-2008,86.8,Tier A Celebrity,78.2,1,1,0,1,1,2,Bar,Arabian,3,1,10,6,5,4,7,9,5,NA,NA,NA,5,8,5,5,6
22063,26500000,"japanese,thai",Pune,Near Business Hub,02-08-2011,85.83,Not Specific,86,0,1,0,1,1,2,Bar,90's,4,0,9,3,4,2,8,6,3,NA,2,NA,6,4,3,0,4
22064,40000000,"tibetan,greek",Chennai,Near Party Hub,28-07-2008,82.2,Not Specific,81.33,1,1,0,1,0,2,Bar,Greek,5,0,1,4,4,4,10,7,5,3,NA,NA,6,7,6,3,8
22065,18000000,"hawaiian,latvian",Ahmedabad,Near Party Hub,04-11-2008,79.6,Tier A Celebrity,50.4,1,1,1,1,1,2,Bar,Arabian,1,0,9,6,5,3,8,9,4,NA,5,NA,5,6,3,5,4
22066,24000000,"algerian,algerian",Hyderabad,Near Party Hub,18-07-2011,71,Not Specific,65.4,1,1,1,1,1,2,Bar,Greek,2,0,1,6,5,4,8,9,3,4,NA,NA,9,8,5,1,9
22067,24000000,"turkish,nigerian",Pune,Near Party Hub,09-11-2011,59,Not Specific,55,1,1,1,0,1,2,Bar,Greek,2,0,10,7,5,4,8,6,3,2,4,NA,10,7,7,0,9
22068,18000000,"turkish,sapnish",Bangalore,Near Business Hub,13-10-2010,86.4,Not Specific,64,1,1,1,0,1,2,Bar,Greek,1,1,1,6,6,5,6,6,NA,2,NA,NA,7,8,2,4,9
22069,10000000,"algerian,belgian",Bhubaneswar,Near Party Hub,05-06-2011,83.6,Not Specific,74.89,1,1,1,1,1,2,Bar,Nature,2,0,3,5,5,6,10,9,NA,NA,NA,5,6,6,4,2,6
22070,39000000,"chinese,salvadorian",Hyderabad,Near Party Hub,05-11-2011,84.83,Not Specific,93.3,1,1,1,1,1,2,Bar,Arabian,2,1,5,6,5,5,5,9,3,NA,5,NA,9,7,8,4,8
22071,26000000,"cuban,british",Bangalore,Near Party Hub,02-09-2010,84.43,Tier A Celebrity,63.33,1,1,1,1,1,2,Bar,Picante,2,1,3,6,5,6,6,8,4,NA,NA,NA,9,8,6,3,6
22072,11500000,"tibetan,greek",Chennai,Near Party Hub,29-11-2007,76.36,Not Specific,71.5,1,1,1,1,1,2,Bar,Arabian,2,0,9,4,4,3,8,10,4,NA,NA,NA,8,8,4,1,5
22073,10500000,"welsh,thai",Noida,Near Party Hub,04-12-2010,75,Tier A Celebrity,65,1,1,1,1,1,2,Bar,90's,2,0,10,4,5,6,5,10,5,NA,4,NA,9,6,8,1,5
22074,18000000,"swedish,greek",Bangalore,Near Party Hub,10-06-2010,55.6,Not Specific,56.2,0,1,1,1,1,2,Bar,Greek,2,0,3,3,5,5,9,9,NA,4,NA,NA,3,0,0,5,1
22075,30500000,"japanese,thai",Coimbatore,Near Business Hub,28-04-2010,92,Tier A Celebrity,89,1,1,0,1,1,2,Bar,Arabian,2,0,1,8,4,6,5,7,5,NA,3,NA,8,10,8,0,7
22076,35000000,"tibetan,greek",New Delhi,Near Party Hub,08-12-2010,87.6,Tier A Celebrity,77.6,0,1,1,1,0,2,Bar,Greek,3,1,1,5,6,5,8,6,NA,2,NA,NA,2,4,4,5,6
22077,52500000,"welsh,thai",Ratnagiri,Near Party Hub,31-05-2008,77.86,Not Specific,64.33,1,1,1,1,1,2,Gastro Bar,Arabian,3,0,7,5,5,5,10,9,6,NA,NA,NA,4,4,6,7,6
22078,31000000,"peruvian,cuban",pune,Near Party Hub,26-11-2010,88.83,Tier A Celebrity,70.8,1,1,1,1,1,2,Bar,90's,2,0,8,4,6,6,8,6,4,NA,2,NA,7,6,5,5,6
22079,30000000,"welsh,thai",hyderabad,Near Party Hub,19-05-2008,80.5,Not Specific,71.25,1,1,1,0,1,2,Bar,Arabian,2,0,7,6,5,6,6,9,5,NA,NA,NA,6,8,2,3,7
22080,60000000,"japanese,thai",Chennai,Near Party Hub,28-04-2009,,Not Specific,90.33,0,1,1,1,0,2,Bar,Arabian,3,1,8,6,7,6,8,9,7,NA,NA,NA,2,5,0,5,4
22081,24000000,"tibetan,greek",Mumbai,Near Party Hub,20-07-2011,82,Not Specific,79.23,1,1,1,1,1,2,Bar,Greek,3,0,10,6,5,6,9,NA,5,NA,NA,NA,8,9,6,1,7
22082,21500000,"british,japanese",New Delhi,Near Party Hub,07-10-2007,65,Tier A Celebrity,67,0,1,1,0,1,2,Bar,90's,2,0,4,4,4,4,10,7,3,NA,NA,NA,5,6,4,6,7
22083,18000000,"welsh,thai",Jaipur,Near Party Hub,20-09-2009,84.83,Not Specific,77.23,1,1,1,1,1,2,Bar,90's,3,1,6,4,5,6,6,10,4,NA,NA,NA,9,7,3,5,6
22084,14000000,"tibetan,greek",Pune,Near Party Hub,31-05-2007,62.4,Not Specific,67.17,1,1,1,1,1,2,Bar,Parsi,2,0,10,4,6,4,6,9,4,4,NA,NA,5,6,5,4,7
22085,45000000,"tibetan,greek",-1,Near Party Hub,21-10-2010,69.2,Tier A Celebrity,67.8,1,1,1,1,0,2,Bar,Arabian,3,0,7,5,5,4,5,9,5,NA,NA,NA,7,3,4,3,4
22086,31000000,"tibetan,greek",Noida,Near Party Hub,16-01-2010,86.67,Tier A Celebrity,83.43,1,1,1,1,1,1,Bar,Greek,4,0,5,6,6,7,9,10,6,3,NA,NA,5,7,5,0,5
22087,45500000,"irish,belgian",Gurgaon,Near Party Hub,15-12-2009,81,Tier A Celebrity,76.4,1,1,1,1,1,2,Bar,Nature,2,0,1,5,3,4,5,9,NA,NA,NA,4,8,5,3,1,2
22088,11000000,"irish,belgian",Pondicherry,Near Party Hub,15-05-2009,83.3,Not Specific,83.3,1,1,1,1,1,2,Bar,Greek,3,0,2,4,3,4,5,10,1,3,NA,NA,4,7,2,4,4
22089,48000000,"japanese,thai",Noida,Near Party Hub,23-09-2010,72,Tier A Celebrity,69,0,1,1,1,1,2,Caffee,Arabian,2,0,8,4,4,3,6,NA,NA,NA,NA,NA,4,6,5,4,8
22090,20000000,"tibetan,greek",Pune,Near Business Hub,08-12-2012,81,Tier A Celebrity,75.5,1,1,1,1,0,2,Bar,Arabian,4,0,8,4,4,3,9,10,4,NA,4,NA,7,7,5,6,7
22091,95000000,"tibetan,italian",Noida,Near Party Hub,11-09-2008,88,Tier A Celebrity,87,1,1,1,1,1,2,Bar,Greek,2,0,7,5,6,7,9,NA,5,NA,NA,NA,2,5,4,6,1
22092,24000000,"tibetan,greek",Noida,Near Party Hub,26-06-2010,72,Not Specific,76,0,1,1,1,0,2,Bar,90's,3,0,7,5,5,5,6,9,5,NA,NA,NA,7,9,7,4,8
22093,11000000,"japanese,thai",Gurgaon,Near Party Hub,05-07-2012,54,Not Specific,64,1,1,0,0,1,2,Bar,Arabian,2,0,5,3,4,3,8,7,NA,NA,3,NA,6,6,3,5,6
22094,11500000,"algerian,algerian",Bhubaneswar,Near Business Hub,21-01-2011,79.14,Tier A Celebrity,70.2,1,1,1,1,1,2,Bar,Greek,3,0,7,5,4,4,8,7,4,2,NA,NA,10,9,6,3,8
22095,62000000,"indian,irish",Jhajjar,Near Party Hub,26-10-2008,86,Tier A Celebrity,68,1,1,1,1,1,2,Bar,Greek,3,0,2,5,4,5,7,8,NA,3,NA,NA,5,5,2,3,6
22096,32500000,"tibetan,italian",delhi,Near Business Hub,24-05-2011,84.6,Tier A Celebrity,66.4,0,1,0,0,1,1,Bar,90's,3,1,7,5,5,3,8,8,3,NA,NA,NA,4,7,7,2,9
22097,27000000,"algerian,belgian",-1,Near Party Hub,05-02-2011,95.2,Tier A Celebrity,,1,1,1,1,0,2,Bar,Nature,3,0,6,5,5,5,9,9,NA,NA,NA,4,4,7,4,4,9
22098,45000000,"turkish,nigerian",Gulbarga,Near Party Hub,16-01-2011,90.5,Not Specific,95.7,1,1,0,1,1,1,Bar,Nature,4,1,9,5,6,7,5,9,4,NA,NA,5,7,7,3,3,7
22099,45000000,"tibetan,greek",Mumbai,Near Party Hub,01-05-2009,76,Tier A Celebrity,78,1,1,1,0,1,2,Bar,Arabian,2,0,6,3,4,5,8,9,5,NA,NA,NA,0,6,4,6,5
22100,30000000,"indian,irish",Mumbai,Near Party Hub,27-05-2011,76,Not Specific,,1,1,1,1,1,2,Bar,Greek,1,1,2,7,5,5,8,NA,3,NA,4,NA,5,3,3,1,3
22101,30000000,"japanese,thai",Chennai,Near Party Hub,11-02-2012,88,Not Specific,90,1,1,1,1,1,2,Bar,Greek,3,0,1,5,4,6,8,9,5,NA,5,NA,6,7,5,6,9
22102,23000000,"swedish,greek",hyderabad(bhadurpally),Near Business Hub,16-10-2010,75.3,Not Specific,76.5,1,1,1,1,1,2,Bar,Arabian,3,1,10,5,2,3,8,8,4,NA,NA,NA,10,8,5,5,7
22103,14500000,"turkish,nigerian",Navi Mumbai,Near Party Hub,21-05-2009,79.6,Not Specific,,1,1,1,1,1,2,Bar,Parsi,1,0,3,6,6,6,7,8,4,NA,NA,NA,6,7,5,2,7
22104,18000000,"indian,irish",Hyderabad,Near Party Hub,07-05-2009,77.6,Not Specific,89.6,0,1,1,1,1,2,Bar,90's,2,0,8,5,4,4,7,9,4,NA,5,NA,7,9,6,0,8
22105,22000000,"welsh,thai",Lucknow,Near Party Hub,07-02-2013,60,Not Specific,,1,1,1,1,1,2,Bar,Arabian,3,0,10,3,4,4,7,NA,NA,NA,NA,NA,8,9,9,3,9
22106,32000000,"irish,belgian",Lucknow,Near Party Hub,20-08-2006,54.5,Not Specific,61.6,0,1,1,1,1,2,Bar,90's,3,0,7,4,3,6,8,10,4,NA,NA,NA,7,8,5,1,8
22107,130000000,"japanese,thai",Gurgaon,Near Party Hub,09-02-2007,68.8,Not Specific,61.6,1,1,0,0,1,1,Bar,Nature,3,0,7,4,5,6,7,8,3,NA,NA,3,7,6,6,1,6
22108,35000000,"polish,jewish",Bangalore,Near Business Hub,08-01-2011,92.48,Not Specific,89,1,1,1,1,1,2,Bar,Arabian,3,1,4,6,5,4,5,9,5,NA,5,NA,7,7,5,0,6
22109,24000000,"turkish,nigerian",Chennai,Near Party Hub,10-06-2012,84.33,Not Specific,87.8,0,1,1,1,1,2,Bar,Nature,3,0,3,5,5,4,7,NA,NA,NA,NA,NA,8,8,5,0,5
22110,12000000,"tibetan,greek",Kolkata,Near Party Hub,16-09-2006,70,Not Specific,62.16,1,1,1,1,1,2,Bar,Greek,3,1,1,5,3,3,5,8,4,3,NA,NA,4,4,3,5,4
22111,38000000,"indian,irish",Noida,Near Business Hub,07-11-2010,91.8,Tier A Celebrity,90.8,1,1,1,0,0,1,Bar,90's,3,1,7,6,6,7,6,10,4,NA,NA,NA,6,7,5,4,6
22112,14500000,"hawaiian,latvian",-1,Near Party Hub,29-10-2010,86,Tier A Celebrity,73,1,1,1,0,1,2,Bar,90's,2,0,3,5,5,4,9,8,4,NA,NA,NA,7,5,1,2,3
22113,10000000,"indian,irish",-1,Near Business Hub,30-12-2011,90,Not Specific,75.75,1,1,0,1,0,2,Bar,90's,3,0,5,4,4,3,5,7,4,NA,3,NA,7,7,5,4,5
22114,45000000,"tibetan,greek",Noida,Near Business Hub,30-03-2009,83.6,Tier A Celebrity,74,1,1,1,1,1,2,Bar,90's,3,0,3,6,5,7,7,9,6,NA,NA,NA,5,7,6,2,7
22115,24000000,"indian,irish",Bangalore,Near Party Hub,29-03-2008,78.3,Tier A Celebrity,85.6,1,1,1,1,1,2,Bar,Arabian,3,0,8,5,5,4,10,10,4,NA,4,NA,3,3,6,6,4
22116,31000000,"tibetan,greek",-1,Near Party Hub,22-02-2010,61.4,Not Specific,63.33,0,1,0,1,1,2,Bar,Arabian,2,0,8,3,5,7,6,10,4,NA,NA,NA,7,6,2,0,7
22117,10000000,"british,japanese",Hyderabad,Near Business Hub,14-08-2009,74,Not Specific,65,1,1,1,0,1,2,Caffee,Arabian,3,1,7,3,3,3,9,7,4,NA,3,NA,3,5,4,4,5
22118,41000000,"turkish,nigerian",Chennai,Near Party Hub,10-06-2007,83.4,Tier A Celebrity,,1,1,1,1,1,2,Bar,Greek,3,0,2,5,5,5,10,7,2,2,NA,NA,9,8,7,4,9
22119,17000000,"indian,irish",Bangalore,Near Party Hub,05-10-2010,77.44,Not Specific,60.83,1,1,1,1,1,2,Bar,Arabian,2,0,4,4,5,4,10,10,4,NA,NA,NA,7,8,5,4,9
22120,18000000,"algerian,belgian",Nalagarh,Near Party Hub,29-10-2009,85.6,Tier A Celebrity,86.4,1,1,1,1,1,2,Bar,Nature,3,0,6,8,6,6,9,7,3,NA,NA,3,7,8,5,3,9
22121,16500000,"irish,belgian",Gurgaon,Near Party Hub,16-12-2008,51,Tier A Celebrity,68,1,1,0,1,1,2,Caffee,Arabian,3,0,1,5,4,4,9,9,5,NA,NA,NA,8,9,6,3,9
22122,10000000,"irish,belgian",Chandigarh ,Near Party Hub,12-05-2010,67,Tier A Celebrity,80,0,1,1,1,1,2,Bar,90's,2,0,8,5,4,3,7,7,5,NA,3,NA,3,5,3,5,6
22123,18000000,"welsh,thai",Pune,Near Party Hub,26-02-2007,60,Not Specific,66,1,1,1,1,1,2,Caffee,Arabian,1,1,2,3,3,3,6,8,4,NA,NA,NA,6,7,5,7,5
22124,39500000,"algerian,algerian",-1,Near Party Hub,26-01-2009,88.33,Tier A Celebrity,85.2,1,1,1,1,1,2,Bar,Arabian,4,0,10,5,5,6,6,9,5,NA,NA,NA,4,3,1,4,3
22125,19500000,"tibetan,italian",Hyderabad,Near Party Hub,21-05-2011,76.6,Not Specific,67.8,1,1,1,1,1,2,Bar,Greek,3,1,4,3,4,5,9,7,1,2,NA,NA,6,5,4,4,7
22126,30000000,"turkish,sapnish",Bangalore,Near Party Hub,11-02-2012,78.4,Tier A Celebrity,69.4,1,1,1,0,0,2,Bar,Greek,2,1,10,5,4,4,8,9,NA,4,NA,NA,8,9,5,3,7
22127,41500000,"tibetan,greek",Mumbai,Near Party Hub,20-08-2009,80.2,Tier A Celebrity,79.8,1,1,1,1,1,2,Bar,Nature,3,0,1,4,4,5,10,9,NA,NA,NA,5,8,9,5,3,6
22128,46000000,"tibetan,greek",Gandhinagar,Near Party Hub,07-02-2010,73,Not Specific,47.2,1,1,1,1,1,1,Buffet/Family Restaurant,Piquant,4,0,4,5,6,5,5,NA,5,NA,NA,NA,6,1,1,1,4
22129,10500000,"polish,jewish",Greater Noida,Near Party Hub,06-03-2010,86.6,Tier A Celebrity,74.4,1,1,1,1,1,2,Bar,Arabian,2,0,9,5,6,4,6,8,4,NA,NA,NA,7,8,4,4,8
22130,30000000,"japanese,thai",Bangalore,Near Party Hub,11-02-2012,89.4,Tier A Celebrity,88.4,0,1,1,1,1,2,Bar,Arabian,3,0,6,5,5,5,6,9,6,NA,NA,NA,6,6,3,0,4
22131,33000000,"turkish,sapnish",Chennai,Near Party Hub,16-02-2008,87.6,Not Specific,79,1,1,1,0,1,2,Bar,Greek,2,1,9,4,4,6,6,10,NA,3,NA,NA,8,7,4,1,6
22132,15000000,"swedish,greek",-1,Near Party Hub,23-03-2010,70.3,Not Specific,84.5,1,1,1,1,0,2,Bar,90's,2,1,4,3,3,1,10,8,4,NA,NA,NA,6,10,7,8,9
22133,30000000,"polish,jewish",Chennai,Near Business Hub,15-07-2008,86.4,Not Specific,77.6,1,1,1,1,1,2,Bar,Greek,4,1,1,3,4,3,7,9,4,4,NA,NA,7,8,8,1,8
22134,56000000,"hawaiian,latvian",Gurgaon,Near Party Hub,04-11-2006,71,Tier A Celebrity,69,1,1,1,1,1,1,Bar,Arabian,2,0,10,5,5,4,8,10,4,NA,NA,NA,5,8,4,3,8
22135,18000000,"peruvian,cuban",Mysore,Near Party Hub,22-09-2005,65,Tier A Celebrity,47.6,1,1,1,1,1,2,Caffee,Arabian,2,0,6,4,3,4,6,10,4,NA,NA,NA,7,5,5,5,7
22136,26000000,"welsh,thai",Noida,Near Party Hub,15-05-2012,73,Not Specific,62,1,1,1,1,1,2,Bar,Greek,3,0,8,3,3,5,8,NA,NA,NA,NA,NA,8,6,3,2,6
22137,32500000,"tibetan,greek",Mysore,Near Party Hub,11-10-2011,87.31,Not Specific,86.31,1,1,1,1,0,2,Bar,Nature,3,0,7,6,6,3,9,8,3,NA,NA,NA,6,7,4,5,6
22138,60000000,"irish,belgian",Indore,Near Party Hub,31-12-2010,91.2,Tier A Celebrity,90,1,1,1,1,1,2,Bar,Nature,3,0,3,7,6,6,6,10,4,NA,NA,4,4,7,1,5,7
22139,10000000,"welsh,thai",Delhi,Near Party Hub,15-08-2010,58.16,Not Specific,72,1,1,0,1,1,2,Bar,Arabian,2,0,5,3,2,3,6,7,3,NA,NA,NA,5,7,3,4,5
22140,20500000,"tibetan,italian",Hyderabad,Near Party Hub,24-08-2012,65,Not Specific,81.2,0,1,1,1,0,2,Bar,90's,2,0,8,2,4,4,6,10,4,NA,4,NA,8,9,7,0,7
22141,12000000,"british,japanese",Gurgaon,Near Party Hub,03-06-2012,68,Not Specific,61.3,1,1,0,0,1,2,Bar,Arabian,2,0,7,4,5,5,10,9,3,NA,4,NA,5,7,6,3,5
22142,22000000,"cuban,british",Bangalore,Near Party Hub,01-06-2011,74.4,Not Specific,,1,1,1,1,1,2,Bar,Parsi,4,0,8,3,5,4,9,7,5,2,NA,NA,7,8,5,4,5
22143,57500000,"japanese,thai",Hyderabad,Near Party Hub,11-07-2009,89,Not Specific,95.3,1,1,1,1,0,2,Bar,Arabian,3,1,6,4,4,5,9,10,4,NA,NA,NA,5,5,1,2,5
22144,20000000,"tibetan,italian",Hyderabad,Near Party Hub,28-12-2010,74,Not Specific,94,1,1,1,1,1,2,Bar,Greek,2,1,9,3,3,3,9,7,2,NA,NA,NA,8,8,5,1,9
22145,31000000,"japanese,thai",-1,Near Party Hub,13-10-2010,93.3,Tier A Celebrity,93.5,0,1,1,1,0,2,Bar,Downtown,4,0,3,6,6,5,6,9,4,NA,NA,5,7,9,5,2,9
22146,22000000,"peruvian,cuban",Noida,Near Party Hub,02-08-2011,68.33,Tier A Celebrity,72.6,1,1,0,1,1,2,Bar,Nature,2,0,2,3,5,5,5,9,NA,NA,NA,4,5,5,3,5,3
22147,20000000,"tibetan,greek",Hyderabad,Near Business Hub,05-09-2008,84.5,Not Specific,,1,1,0,1,0,2,Bar,Greek,3,1,5,4,4,6,9,10,3,3,NA,NA,6,6,4,6,8
22148,15000000,"welsh,thai",-1,Near Party Hub,12-03-2012,72,Tier A Celebrity,67,0,1,1,1,1,2,Bar,Arabian,2,0,5,4,6,4,6,8,4,NA,3,NA,7,7,3,3,8
22149,14500000,"turkish,sapnish",New Delhi,Near Party Hub,14-06-2007,61.3,Not Specific,,0,1,1,1,1,2,Bar,90's,0,0,7,4,4,5,8,10,4,NA,NA,NA,4,8,6,6,8
22150,120000000,"algerian,algerian",Bangalore,Near Party Hub,02-12-2007,92.8,Tier A Celebrity,87,1,1,0,1,0,1,Gastro Bar,Greek,5,0,8,6,6,7,6,9,NA,4,NA,NA,9,10,6,0,8
22151,60000000,"japanese,thai",Noida,Near Party Hub,05-03-2009,67,Tier A Celebrity,80,1,1,1,1,1,2,Bar,Arabian,3,0,6,4,4,4,6,9,6,NA,NA,NA,3,5,3,4,4
22152,54500000,"tibetan,greek",Jaipur ,Near Business Hub,12-07-2007,82,Not Specific,74,1,1,1,0,1,2,Bar,Arabian,3,1,10,5,6,5,9,10,4,NA,NA,NA,5,7,5,3,2
22153,32000000,"tibetan,greek",Pune,Near Party Hub,11-03-2011,94.6,Not Specific,91.2,1,1,1,1,1,1,Bar,Parsi,4,0,7,5,4,8,5,NA,7,NA,NA,NA,10,8,9,0,9
22154,25500000,"british,japanese",Pune,Near Party Hub,16-08-2008,77.33,Not Specific,85.17,0,1,1,1,0,2,Bar,Parsi,2,0,8,4,4,5,6,9,NA,4,NA,NA,8,6,8,3,6
22155,24000000,"british,japanese",Bangalore,Near Business Hub,28-04-2009,83.8,Not Specific,72,0,1,1,1,1,2,Bar,Arabian,3,1,4,5,5,4,7,10,4,NA,NA,NA,9,6,1,2,6
22156,42500000,"peruvian,cuban",Pune,Near Party Hub,12-09-2009,83,Tier A Celebrity,64,1,1,1,1,1,2,Bar,90's,3,0,4,6,4,5,5,NA,NA,NA,NA,NA,7,9,4,3,6
22157,34000000,"tibetan,greek",Hyderabad,Near Business Hub,27-08-2007,72,Not Specific,80,1,1,1,1,1,2,Caffee,Arabian,3,1,8,4,5,4,10,7,3,NA,NA,NA,4,6,6,2,8
